25,32,44,1,39
38,0,49,45,24
17,8,41,23,16
9,49,40,31,19
7,48,26,44,19
34,4,48,15,40
28,15,36,13,25
23,25,19,7,39
8,41,24,14,4
0,10,16,9,23
30,48,27,24,35
10,47,18,11,45
38,22,19,24,0
48,47,40,45,3
31,48,40,6,3
45,8,29,46,11
25,22,26,3,40
15,13,2,48,36
35,44,47,9,17
32,8,27,35,43
42,41,22,26,32
28,19,4,44,33
40,38,20,48,31
46,26,2,1,39
41,6,24,20,31
6,0,25,19,49
38,17,10,22,7
40,12,37,28,16
1,7,12,37,21
24,45,15,9,21
39,10,43,19,32
6,30,1,26,12
43,3,27,35,31
33,34,27,3,29
48,8,6,47,39
8,12,29,22,17
13,17,39,41,11
26,19,29,31,30
39,24,44,34,46
10,31,26,36,29
33,24,12,34,16
36,33,5,7,0
4,47,6,30,46
45,4,16,38,12
27,37,38,29,26
7,23,34,47,6
29,9,3,4,37
44,13,40,30,46
29,24,32,48,7
45,16,22,14,37
35,26,34,29,30
4,9,23,44,42
10,16,41,47,27
21,26,19,18,47
33,3,37,20,6
33,27,5,30,35
1,38,6,39,13
15,45,48,4,32
10,41,18,28,45
29,25,8,37,27
22,37,17,13,0
8,7,4,6,26
49,9,45,41,47
26,21,47,13,38
41,45,49,32,43
17,29,27,49,3
16,1,49,14,21
23,12,15,45,9
35,25,43,41,8
4,21,11,44,23
9,2,38,12,5
17,6,48,42,30
46,43,41,11,0
6,7,37,20,17
47,8,4,20,24
18,27,28,12,8
32,40,5,38,7
25,35,31,45,38
29,28,46,11,20
17,2,39,3,24
33,48,14,2,40
46,33,25,17,2
18,21,5,15,38
45,24,26,30,20
41,43,3,44,7
38,28,19,44,21
37,47,0,49,15
46,34,44,49,4
19,7,23,43,3
36,2,41,13,45
43,33,36,20,10
22,32,20,5,13
3,4,7,35,46
38,18,36,11,47
37,24,0,32,12
24,18,44,5,38
10,1,21,38,49
49,37,3,33,13
39,3,13,45,35
18,27,0,32,2
28,30,31,22,9
11,23,45,5,29
11,22,14,32,45
5,3,35,34,48
4,45,30,28,18
11,5,43,12,8
11,33,21,22,2
43,29,49,13,42
46,7,41,34,40
37,2,20,13,21
27,6,25,23,22
19,4,5,21,36
16,43,48,31,28
2,16,23,20,19
18,2,42,46,29
44,38,30,47,12
12,35,31,4,32
21,30,25,2,6
20,17,32,18,8
29,21,18,31,15
42,25,41,6,35
5,38,10,49,44
49,23,21,17,13
32,22,41,36,19
2,19,5,36,27
17,1,4,37,35
40,2,10,4,7
34,28,23,4,31
27,43,25,32,8
25,9,48,19,0
37,13,48,27,40
9,23,42,13,36
46,35,28,30,31
14,43,17,26,8
29,28,0,8,30
10,5,26,44,4
26,33,13,7,40
6,28,4,27,14
43,21,14,38,35
21,44,45,20,47
44,8,23,7,14
34,12,40,43,15
16,14,7,13,28
0,41,30,13,21
18,30,28,25,22
45,6,25,20,11
42,36,4,47,28
12,15,7,22,35
40,30,22,1,35
4,42,2,38,30
46,37,34,44,32
14,4,48,10,2
2,0,10,22,11
14,30,5,4,38
39,9,8,14,5
21,10,24,18,12
39,13,18,43,48
42,27,49,8,39
36,24,14,22,45
27,3,1,16,36
16,40,10,18,35
4,20,29,6,33
26,24,7,11,10
24,1,17,26,9
11,42,36,35,15
21,17,8,46,20
26,1,34,36,28
1,24,41,31,10
39,44,49,17,45
13,40,39,0,9
19,48,20,6,28
28,22,47,39,48
32,5,39,13,40
13,19,26,7,34
12,44,39,45,0
16,36,17,15,46
2,32,0,46,30
24,2,34,25,8
23,2,46,42,38
42,4,33,19,37
13,16,42,17,32
44,20,15,36,5
3,27,2,8,23
10,29,7,42,27
33,5,43,8,46
47,10,0,25,6
16,12,40,14,33
4,38,22,49,33
26,36,22,5,20
14,22,38,48,27
30,45,17,3,2
23,34,47,7,38
0,22,20,28,40
9,35,17,24,23
31,14,12,16,22
1,45,24,3,48
10,43,45,42,49
21,1,0,31,5
16,10,20,24,2
9,48,2,4,3
