41,48,8,12,0
15,29,37,16,14
2,27,3,38,31
12,2,31,33,24
9,35,47,38,45
10,45,6,41,37
1,20,28,6,18
32,16,3,2,38
35,11,19,40,43
41,16,36,33,47
47,35,16,17,49
23,9,2,18,41
34,28,32,6,41
30,23,34,31,47
46,42,24,20,2
38,5,6,46,21
34,16,21,49,36
20,15,24,44,12
3,28,47,20,7
19,44,26,5,0
1,17,13,40,15
42,25,20,23,37
18,28,21,12,46
31,37,40,7,29
36,45,12,47,21
10,18,20,17,0
12,43,22,7,39
7,32,49,16,9
45,21,12,49,23
1,29,25,15,10
33,14,28,47,9
41,23,28,36,11
8,18,28,41,30
46,11,22,8,18
0,49,29,25,20
19,13,44,36,20
24,30,9,37,15
44,31,21,49,16
30,44,18,45,34
37,15,43,20,38
38,3,20,33,22
34,1,0,24,30
0,15,41,23,10
42,10,45,26,11
10,1,27,4,24
48,23,47,4,40
20,17,14,25,6
29,13,44,34,47
4,12,0,37,14
28,30,41,32,9
3,49,11,36,44
16,7,27,34,48
38,11,28,12,3
0,7,43,10,4
47,27,31,41,29
23,47,39,28,24
38,1,32,25,43
48,24,20,2,7
2,35,45,37,34
40,13,33,49,24
6,25,1,16,38
5,29,13,4,12
28,2,22,36,31
23,26,37,27,2
41,17,36,21,49
6,18,49,48,40
0,24,33,2,16
48,16,14,47,7
24,46,14,29,25
8,29,44,23,35
32,14,37,44,20
15,31,0,33,23
25,32,5,40,18
14,40,30,48,0
34,39,47,29,46
11,24,23,41,48
2,12,19,39,16
36,11,39,6,13
2,9,44,11,38
8,17,22,16,13
34,7,11,14,17
47,12,7,0,16
13,2,48,23,6
13,44,47,12,16
30,28,25,46,44
0,28,15,29,42
14,49,2,43,27
35,4,7,11,48
32,4,12,15,45
29,21,47,7,23
18,5,4,47,37
30,20,2,48,38
9,41,31,13,32
37,17,9,38,26
48,22,43,19,11
32,20,28,13,14
34,30,44,8,22
7,3,30,20,22
9,10,1,40,0
29,32,9,48,17
33,45,39,13,38
13,36,45,43,32
30,31,2,9,20
21,10,45,46,30
44,25,4,27,11
9,11,44,32,38
7,46,33,16,28
13,20,42,34,21
14,9,33,5,35
46,8,32,42,3
36,2,48,23,43
41,6,31,19,3
35,33,24,1,25
12,22,48,36,7
42,43,9,2,39
32,40,3,21,9
47,42,48,27,49
11,19,46,41,44
13,11,5,46,27
45,40,39,0,8
17,33,8,31,16
26,3,21,35,48
1,22,30,27,32
15,35,44,32,25
10,11,5,26,45
6,34,37,9,42
45,47,29,38,35
30,9,13,4,2
22,5,14,26,41
13,15,27,40,11
5,46,10,48,25
14,45,10,37,9
44,22,11,46,45
32,30,12,34,45
15,26,3,49,30
1,25,10,40,5
38,7,45,36,34
47,25,49,2,23
43,44,0,7,30
19,15,13,32,12
40,5,33,14,11
21,18,31,26,49
1,37,12,31,17
6,45,28,13,21
49,39,29,34,45
10,48,47,13,46
35,0,34,3,39
29,34,48,5,22
26,9,35,39,17
20,49,48,19,39
32,29,43,3,5
33,0,17,16,49
45,38,39,47,23
30,8,15,0,42
1,14,45,20,22
16,1,11,33,32
30,9,26,2,1
36,30,13,47,41
11,33,20,6,13
1,44,16,28,37
9,28,13,29,27
10,47,20,27,7
43,0,5,37,26
35,47,30,33,34
13,40,45,10,1
49,23,37,6,14
37,42,12,1,6
19,45,28,13,12
45,17,46,16,21
12,43,1,44,35
18,9,42,25,8
7,41,47,10,21
1,21,47,4,6
8,22,34,12,21
23,49,9,1,7
17,24,22,6,36
27,39,6,32,41
35,38,3,22,29
44,35,1,0,15
45,48,26,28,12
25,3,40,17,6
41,16,23,34,1
40,15,22,7,31
49,5,29,3,40
41,20,37,26,7
44,38,21,15,34
43,6,33,24,45
43,22,1,9,10
45,48,39,3,28
39,27,4,0,33
48,21,19,22,38
2,1,11,48,40
28,8,32,18,27
0,20,7,28,43
12,18,30,3,15
42,22,19,4,30
5,4,48,39,20
38,48,21,36,12
8,41,26,4,46
19,32,48,12,49
