26,43,14,46,24
23,26,34,19,8
12,11,19,37,2
4,6,48,27,5
32,26,41,6,46
28,22,7,25,1
21,48,13,0,49
25,16,9,11,4
12,22,18,36,42
25,3,7,23,2
25,9,28,22,15
23,8,5,45,7
8,2,41,19,23
28,12,37,47,10
19,37,33,3,9
31,48,29,4,18
30,13,26,8,15
32,26,30,15,38
43,25,31,34,9
28,44,27,32,12
46,43,25,2,44
44,39,47,1,12
10,21,47,26,8
2,34,40,42,35
37,11,43,36,39
14,41,29,24,16
41,40,1,29,44
33,13,0,7,24
21,47,39,26,12
33,25,6,10,45
12,31,14,5,7
32,48,36,29,0
23,17,29,1,48
43,45,8,25,36
16,41,28,5,29
34,19,45,21,25
15,32,31,29,47
23,48,47,44,25
5,16,33,45,18
20,14,5,7,36
28,11,35,23,15
32,7,13,47,3
18,30,40,37,43
34,24,38,48,2
30,12,31,47,34
30,24,47,36,29
46,15,45,43,16
45,2,37,46,24
41,22,43,14,8
42,10,5,12,35
41,42,23,12,43
10,49,27,36,34
46,2,37,7,3
1,22,14,32,8
17,24,14,13,42
47,35,42,31,29
0,14,5,6,20
39,19,2,20,42
29,47,4,5,16
23,9,14,29,48
1,45,12,8,28
27,41,47,44,42
39,34,8,21,16
13,28,7,41,30
9,38,2,23,15
6,29,17,33,36
10,1,48,24,44
13,2,31,5,37
26,5,33,2,15
17,46,26,31,14
33,39,36,3,45
27,10,16,12,33
33,5,18,29,37
30,40,49,13,12
15,38,1,4,45
12,9,8,35,17
8,13,40,9,7
38,14,6,28,49
33,2,6,24,23
1,19,21,2,3
30,27,24,19,39
7,5,25,24,43
6,15,29,14,38
35,43,9,4,6
38,2,36,27,37
10,9,5,11,35
20,2,32,6,5
13,19,35,21,40
23,20,31,9,11
25,46,31,43,40
42,40,35,13,34
12,20,16,46,9
23,4,18,38,5
44,32,43,23,46
2,17,1,40,27
25,2,19,10,26
36,10,40,26,19
31,35,22,33,21
11,0,27,40,44
26,28,41,27,42
31,30,43,6,25
14,44,17,6,12
30,33,16,40,31
30,0,46,43,45
18,4,37,47,48
24,22,15,36,10
27,12,42,34,25
49,45,12,19,4
27,30,1,13,19
4,40,16,14,38
28,19,24,47,16
15,29,26,14,45
25,39,5,48,6
34,47,33,31,48
20,48,47,22,32
18,21,23,3,41
43,17,5,41,34
23,19,47,12,37
25,23,38,35,48
43,35,13,19,18
15,27,37,48,25
17,0,1,49,25
3,21,2,39,4
25,45,13,16,11
43,3,29,23,6
12,31,49,48,18
34,11,37,40,43
46,13,22,44,21
12,47,40,4,16
1,6,28,8,10
41,31,34,3,8
7,26,43,4,16
34,47,16,28,20
35,49,19,21,43
0,27,11,43,3
39,5,32,42,21
37,30,5,21,44
41,46,38,33,48
46,24,9,37,7
34,22,15,6,10
33,23,18,45,7
18,41,45,27,37
43,47,3,34,45
44,15,34,32,41
25,33,3,43,28
25,26,4,36,28
6,44,40,22,36
10,20,49,44,7
19,11,42,32,8
8,24,45,5,16
14,19,39,36,26
15,31,23,43,11
13,17,41,4,31
43,33,0,26,16
7,22,40,26,20
0,29,30,31,48
19,25,46,6,40
27,33,21,14,37
44,47,46,12,3
41,5,28,4,20
40,7,36,1,43
38,33,14,7,21
12,0,17,34,41
35,43,41,36,18
19,37,6,8,22
39,0,15,42,40
30,34,14,39,0
0,41,18,2,12
35,11,36,2,19
42,2,15,14,48
15,30,37,35,32
46,34,40,31,32
3,26,40,14,47
40,37,18,23,28
45,20,37,38,7
40,47,33,27,10
1,8,42,40,49
19,16,33,3,9
16,24,27,23,3
20,33,13,46,26
10,26,40,43,13
34,0,32,7,27
19,27,37,44,5
18,38,14,36,40
14,20,19,29,0
28,17,12,39,35
8,4,37,34,10
20,36,14,30,45
42,10,28,29,11
22,46,29,41,49
22,48,17,30,39
19,40,34,32,28
38,36,5,27,42
35,11,24,34,31
36,37,5,7,14
9,19,48,22,43
22,24,10,25,35
43,15,2,23,44
25,15,47,24,39
5,22,46,4,29
