49,42,9,24,6,32,8,47,7,28
24,40,19,15,43,49,8,44,36,1
34,2,23,9,40,29,31,4,24,46
22,38,14,31,19,30,41,45,32,1
5,19,37,49,4,7,22,15,30,29
48,4,25,43,37,24,27,49,29,17
48,9,36,23,22,30,18,39,31,5
16,3,15,29,25,9,28,40,32,23
38,18,9,32,27,5,26,23,2,4
7,21,48,0,25,24,2,49,23,39
22,24,45,30,29,44,34,43,48,10
2,35,43,1,24,44,39,5,23,3
38,9,19,32,35,31,11,49,23,14
24,44,21,18,49,26,8,47,5,16
23,28,47,16,6,18,48,11,21,43
22,19,38,4,28,31,26,33,46,29
28,4,19,11,18,37,39,1,17,23
33,26,46,18,10,30,21,2,23,15
43,26,41,1,46,29,5,14,33,28
45,1,4,26,48,6,39,11,36,2
45,44,14,48,25,17,12,8,31,36
4,5,1,20,10,13,7,37,25,46
10,23,33,34,20,48,29,1,4,43
46,3,13,22,24,7,2,40,27,16
42,29,1,44,32,19,34,38,10,18
7,37,44,9,30,14,2,18,26,24
31,43,17,11,19,32,12,5,34,14
12,37,13,11,36,9,34,49,45,21
33,7,38,34,5,30,40,28,25,13
7,3,6,47,31,44,41,24,29,12
10,36,5,47,38,6,46,8,29,41
26,31,45,34,37,14,5,4,23,8
16,26,21,9,40,8,2,12,4,24
30,45,19,23,20,41,35,14,33,12
48,46,29,4,17,30,33,37,40,19
40,2,21,31,36,9,37,20,22,26
31,24,41,35,0,2,5,32,8,19
5,46,48,47,36,1,10,0,31,35
25,35,14,49,37,24,0,30,6,43
6,49,11,2,0,30,43,34,20,10
1,34,6,2,47,44,40,7,41,24
26,36,3,25,37,2,5,43,28,44
16,17,13,18,0,46,30,34,49,33
17,47,29,20,9,1,35,43,18,41
48,11,47,5,24,28,18,4,17,20
38,35,13,32,26,40,42,22,45,14
45,6,47,38,41,21,19,36,29,7
35,11,31,45,42,12,49,0,47,17
3,14,25,46,35,20,47,43,36,38
2,1,32,48,33,28,41,47,38,42
47,12,31,36,32,3,41,11,40,35
29,31,6,7,46,8,38,23,10,32
19,42,11,39,2,23,30,34,38,41
31,9,1,43,13,5,0,40,36,12
13,10,25,29,30,9,44,37,47,20
17,45,8,2,23,37,36,22,20,31
39,30,28,32,33,25,49,35,29,41
42,0,41,29,35,34,1,47,16,49
35,23,38,31,8,2,37,48,12,42
15,20,24,46,25,29,12,6,26,42
18,19,8,25,44,46,24,23,16,11
46,39,1,27,45,3,5,2,36,23
5,38,39,3,46,49,30,35,32,26
9,28,39,7,11,1,22,45,23,2
12,0,18,47,17,22,36,40,6,25
28,38,7,44,49,8,41,30,42,1
6,21,41,17,32,48,33,44,2,42
2,22,38,49,43,6,15,23,17,13
40,15,4,38,5,10,18,14,2,8
44,38,11,40,24,41,6,33,20,36
5,44,28,45,41,1,36,25,42,23
0,48,36,24,34,28,44,31,39,2
26,2,38,17,43,15,22,9,5,29
22,39,38,6,18,24,29,14,27,48
26,25,42,35,24,13,47,10,12,30
31,19,24,30,44,18,6,16,45,22
14,0,45,8,3,37,27,7,6,41
43,15,26,36,0,40,44,35,42,21
18,41,42,26,10,8,33,46,3,44
18,41,49,3,0,39,32,30,9,46
25,3,18,6,43,0,41,40,21,26
1,38,36,24,13,32,10,25,8,45
31,40,4,16,33,13,46,28,36,2
31,39,34,8,30,26,9,29,1,40
31,46,1,13,29,10,16,20,8,28
5,27,13,32,21,18,9,49,1,43
2,36,25,5,7,23,28,49,9,33
32,40,42,21,46,14,26,48,17,31
48,1,34,10,2,40,47,35,13,38
47,48,2,41,22,45,28,21,35,24
45,22,44,42,49,7,25,2,10,12
47,11,13,17,14,40,16,30,35,45
11,25,44,12,45,35,24,48,0,13
33,18,10,41,13,20,30,46,21,47
11,47,33,3,39,19,32,44,14,13
9,8,24,15,41,1,36,47,30,49
24,11,39,26,8,42,20,40,45,29
32,1,35,42,3,31,23,49,13,14
13,34,16,42,15,47,1,37,49,10
21,8,33,14,41,44,38,0,2,28
15,44,10,7,41,30,23,46,0,40
8,16,41,14,37,3,30,31,9,25
30,37,25,24,9,23,19,7,22,8
45,35,36,22,11,49,48,32,4,1
19,34,27,5,16,30,12,4,43,38
25,29,12,24,48,28,17,31,7,1
11,36,25,23,17,8,20,41,18,45
7,19,16,39,9,32,13,18,34,31
40,21,34,11,8,9,25,44,32,16
35,42,6,22,48,24,37,45,8,18
15,34,17,11,4,19,2,33,20,26
12,34,17,41,10,0,6,43,15,14
2,42,10,3,15,16,11,46,33,25
16,6,34,32,0,35,37,42,2,15
29,30,10,0,41,3,27,4,42,34
17,25,38,4,9,32,34,6,40,18
28,16,2,31,24,13,8,0,42,38
23,26,35,44,30,10,27,40,41,33
33,22,49,29,3,28,40,11,32,9
26,13,12,17,11,28,31,23,45,21
15,36,33,42,27,4,11,47,21,9
5,8,28,49,18,13,6,0,15,12
43,22,16,28,4,37,25,15,46,40
1,42,32,0,22,11,12,28,29,13
29,25,31,27,47,21,10,35,49,48
34,0,49,3,14,35,24,12,1,5
4,32,30,20,41,31,26,40,1,14
41,46,29,20,19,8,34,48,49,0
22,49,42,19,39,33,48,7,35,24
9,45,24,32,6,14,29,17,47,7
20,9,13,36,23,42,3,16,27,22
48,10,37,6,15,18,0,19,27,2
15,4,12,13,40,28,29,6,0,46
7,23,9,42,24,20,14,28,13,22
44,31,4,5,38,23,41,32,39,36
5,37,8,25,22,32,46,7,2,33
18,33,11,41,14,29,36,32,6,31
4,3,42,33,5,15,32,8,6,14
10,41,44,9,42,49,22,11,29,3
42,19,9,34,37,48,40,28,46,5
28,20,35,44,23,4,39,41,43,17
2,31,35,36,14,18,9,26,37,17
28,9,4,37,23,6,32,39,0,40
40,18,45,17,15,31,16,8,2,23
6,22,21,32,37,46,26,40,38,29
27,39,38,14,5,41,48,0,8,35
21,25,13,27,18,16,41,15,43,45
21,33,0,4,1,6,43,32,31,28
46,24,12,32,21,34,15,40,1,43
44,23,9,39,43,42,0,6,49,11
21,41,31,1,6,29,40,28,18,9
45,48,0,44,7,1,26,49,12,25
0,4,38,16,17,11,23,10,28,27
44,28,21,23,22,35,38,0,19,45
27,43,1,37,47,21,0,34,8,12
35,37,7,21,23,32,20,2,24,5
8,24,12,4,23,48,0,36,29,18
18,34,6,30,48,20,5,14,15,35
15,32,3,8,0,47,28,27,9,44
2,4,23,24,45,14,5,27,7,22
8,19,0,17,22,3,10,48,18,14
41,11,30,9,47,39,45,16,15,25
43,13,5,44,27,47,35,26,2,15
42,26,10,22,25,9,45,28,30,49
20,43,15,6,37,40,7,32,25,12
20,16,47,17,13,7,18,15,19,30
25,16,11,43,47,48,32,22,33,0
7,41,30,26,49,31,29,1,23,43
20,2,14,46,36,39,7,17,24,5
48,11,28,1,23,25,12,31,40,4
43,33,35,27,39,11,12,37,6,3
44,13,38,15,34,26,3,18,41,24
25,40,44,43,24,48,37,41,22,7
12,17,46,37,19,28,42,45,10,14
37,27,15,4,19,25,22,7,12,38
40,5,1,31,46,2,41,42,32,21
4,12,30,33,49,0,13,32,39,10
38,0,8,3,19,21,40,20,16,25
25,15,8,45,30,36,17,18,46,13
4,36,23,14,18,8,27,32,29,25
38,39,42,24,43,37,34,40,46,48
32,43,27,33,3,42,36,34,18,45
4,42,1,13,22,45,30,44,40,7
29,41,45,36,30,3,16,4,37,33
31,14,8,40,22,34,43,10,27,2
4,13,12,0,39,16,27,5,9,35
45,13,40,12,23,38,42,15,1,46
49,24,44,5,46,14,47,12,45,25
24,6,30,34,8,43,25,23,39,14
17,45,32,18,36,20,49,21,13,5
13,46,29,16,12,19,34,22,0,47
29,4,49,3,23,18,5,35,1,20
2,27,34,25,32,1,10,48,16,17
24,44,25,23,49,0,21,48,18,41
45,20,7,3,18,38,28,4,10,5
41,17,15,26,10,12,44,30,43,7
4,11,18,43,21,42,36,10,27,33
47,42,17,30,23,3,38,48,33,4
43,49,30,25,20,42,19,35,40,22
12,19,28,24,49,48,33,25,18,34
