4,19,0,6,21,46,30,13,35,41
30,25,16,43,36,19,39,34,37,8
8,27,6,9,2,48,26,46,18,49
14,48,39,2,5,38,36,15,26,45
2,16,47,15,24,10,41,12,32,22
43,2,39,26,38,15,1,4,18,46
11,35,43,47,17,13,31,21,48,5
13,32,49,31,20,37,0,17,38,25
36,40,5,32,0,21,22,2,16,43
27,41,42,25,16,32,37,9,20,44
26,17,22,47,40,6,15,12,25,46
37,14,7,1,34,11,40,15,21,18
40,30,1,15,0,48,28,20,42,34
31,48,2,20,24,49,1,33,4,18
27,46,24,28,37,9,4,11,44,35
8,28,31,11,37,38,26,46,2,9
16,27,28,26,14,34,13,10,44,5
20,32,46,24,9,29,42,27,43,11
14,9,31,2,11,21,46,43,47,49
1,47,38,39,31,37,48,21,10,43
14,38,3,19,15,28,12,35,7,21
20,24,35,9,2,13,25,15,7,30
4,24,27,43,10,12,33,22,1,15
9,44,10,34,41,7,42,37,25,4
38,26,5,25,19,34,6,49,31,27
0,41,31,1,14,17,30,39,47,11
24,46,19,5,32,11,23,44,49,18
38,25,29,43,49,41,20,18,30,17
46,39,40,34,37,47,48,6,13,33
7,33,43,1,14,46,16,15,20,6
40,19,8,32,36,23,24,10,34,38
48,0,10,2,41,21,46,22,5,12
3,5,48,12,26,30,1,40,23,29
30,42,2,43,24,33,4,34,6,18
38,3,18,7,1,9,25,13,21,46
34,16,43,32,9,48,44,3,22,38
32,1,36,21,38,31,26,18,33,5
6,10,30,32,42,5,15,12,43,44
41,27,28,33,48,23,43,17,38,10
8,18,16,0,4,48,2,20,47,31
1,13,9,17,27,5,18,8,26,36
12,34,5,1,43,20,37,28,46,14
14,5,22,15,12,47,17,27,29,23
0,20,15,27,19,48,32,10,35,25
43,41,0,15,49,5,37,25,45,3
29,5,39,20,41,34,7,14,8,38
8,12,27,46,25,45,11,7,40,2
48,27,9,18,43,17,37,33,28,8
32,3,6,4,12,5,39,10,28,44
28,37,49,27,33,24,21,12,3,32
0,8,30,23,15,28,31,42,10,11
36,33,22,13,3,24,2,23,14,39
26,39,19,44,41,10,25,43,3,2
20,10,7,15,42,25,27,46,13,8
0,14,28,38,10,30,31,5,26,48
41,13,28,19,18,24,33,12,29,45
23,8,35,47,30,3,27,38,33,9
28,29,48,5,47,1,14,6,22,9
31,37,2,39,16,6,0,44,49,45
23,6,31,49,41,28,24,37,40,10
8,10,28,30,2,0,27,47,7,21
28,7,17,11,29,46,42,33,10,1
37,1,11,19,48,39,14,17,23,22
41,37,15,22,48,35,10,3,23,44
10,40,4,22,26,6,47,39,12,14
24,14,33,42,45,6,34,21,44,25
30,43,6,13,21,10,32,22,47,27
35,15,26,22,13,20,34,39,46,42
17,16,30,6,1,37,46,33,20,14
5,43,35,15,46,18,19,40,41,33
37,10,43,31,6,28,21,13,3,40
6,45,1,16,32,39,11,24,42,44
19,1,20,3,35,44,24,28,38,34
45,37,31,35,20,47,22,38,36,19
15,11,24,38,27,44,37,22,36,12
43,14,11,12,46,1,19,17,38,2
7,47,32,19,14,18,39,25,37,43
0,20,15,25,29,2,6,27,38,3
16,7,6,11,18,5,39,40,4,36
39,15,18,8,31,26,16,13,47,44
14,13,46,33,45,28,0,12,22,25
19,43,30,36,23,12,5,16,24,25
8,5,47,18,32,36,37,17,44,43
38,17,43,9,45,34,21,33,0,40
2,37,17,14,36,16,32,19,31,38
43,29,25,27,36,40,23,20,30,1
41,35,38,28,14,3,2,15,47,23
14,41,1,35,46,13,44,48,36,2
46,29,0,7,20,37,41,38,33,4
35,46,34,31,21,1,24,17,6,13
36,40,39,27,5,14,48,7,24,32
27,0,12,20,9,46,16,45,17,7
26,30,17,11,8,32,6,20,23,4
40,8,23,12,39,41,33,37,16,25
8,33,48,26,16,29,23,49,38,10
19,17,28,39,41,3,47,22,5,29
13,4,25,28,38,45,11,12,15,24
32,38,3,14,35,30,11,27,10,17
38,20,0,27,7,6,33,4,40,3
8,10,16,5,22,47,48,49,35,0
31,16,10,6,4,38,29,26,24,22
2,47,23,18,45,39,13,38,28,11
11,36,22,45,25,14,32,3,39,12
34,45,32,48,29,9,44,37,10,4
36,43,32,22,16,28,46,41,31,27
31,2,16,5,39,11,4,40,12,0
40,4,22,43,23,6,46,16,44,3
48,12,15,28,5,23,16,49,17,20
37,33,23,2,9,46,4,27,39,41
2,6,45,21,18,31,15,17,43,4
20,0,42,7,15,13,8,6,30,25
15,4,6,7,10,0,49,1,41,16
45,17,36,40,34,8,46,11,24,35
6,35,24,36,39,2,31,11,19,20
18,25,6,2,13,49,4,26,33,41
44,26,2,10,36,19,23,12,38,20
40,8,45,12,25,2,46,5,44,3
32,47,19,3,38,13,1,14,35,4
26,44,13,49,33,27,17,8,18,15
44,43,7,45,35,24,21,9,25,49
17,20,8,7,14,5,26,39,45,18
25,8,32,0,9,1,41,46,22,12
26,2,14,23,35,36,1,24,49,5
47,31,36,27,11,23,3,6,33,42
4,49,37,0,12,6,38,18,24,29
16,11,14,30,12,15,47,29,20,7
10,38,33,22,19,17,47,9,11,13
29,6,35,49,36,21,20,39,34,13
7,37,45,6,18,24,2,36,44,47
34,29,37,20,4,26,17,5,9,24
33,0,35,17,4,16,7,21,19,41
34,9,41,25,12,47,49,23,28,6
18,7,4,45,37,6,9,2,26,25
45,25,48,24,23,16,37,12,8,22
20,21,3,39,33,2,17,23,6,38
42,48,46,1,14,31,29,5,3,16
17,3,46,38,45,48,5,11,37,39
5,2,10,17,18,7,28,32,13,27
41,7,34,13,29,8,44,6,18,45
45,9,37,23,3,2,7,27,4,49
38,49,29,1,7,18,27,5,22,10
35,32,25,44,30,33,23,0,42,45
28,24,18,30,3,40,9,43,22,2
11,25,4,19,6,38,45,0,2,35
49,25,9,18,34,17,24,14,39,22
21,15,43,5,44,22,19,16,2,38
39,12,16,17,44,2,38,10,15,27
36,11,2,1,42,21,8,5,46,13
10,37,4,24,14,22,3,32,2,5
14,13,17,46,45,34,5,26,43,9
13,48,44,25,11,46,42,21,3,9
29,7,5,6,33,30,40,23,3,49
16,32,4,28,39,35,45,46,10,21
24,38,8,15,14,42,4,35,23,0
19,16,39,33,1,3,29,25,34,6
0,5,24,11,32,9,20,37,38,3
6,14,13,22,27,26,39,2,46,17
39,34,2,24,37,9,46,11,38,26
30,1,36,14,47,43,10,41,13,20
32,18,39,31,30,13,41,35,42,9
49,17,19,35,25,33,42,23,9,0
23,19,4,17,49,34,21,47,44,26
0,38,29,22,41,43,21,24,34,48
47,26,41,18,46,28,6,10,37,8
25,15,22,4,32,49,3,13,37,47
33,22,26,29,12,28,43,8,18,45
25,26,13,16,38,44,12,39,1,22
30,29,28,45,43,34,32,6,47,11
23,35,9,39,46,41,19,31,18,11
42,36,41,23,1,5,9,25,38,16
33,20,10,46,42,34,16,26,25,32
22,7,13,21,30,2,28,49,48,44
21,42,37,18,11,47,0,20,29,28
20,48,27,33,30,14,16,17,2,10
17,34,13,6,35,19,14,23,18,26
