46.51,17.32176434993744,0.6306868867082962,0.36806825106642294,0.39713774597495527,0.7635379061371841,0.42265625,0.3913738019169329,0.4696485623003195,0.5732394366197183,0.35412026726057905,0.4292543021032505,0.707,0.604,0.222,0.423,0.541,0.245,0.735,0.407,0.318,0.449
56.87,13.651332974433899,0.799552071668533,0.48200312989045385,0.3849246231155779,0.7861035422343324,0.45667125171939477,0.6133122028526149,0.5421773612112473,0.6858475894245724,0.5424726661059714,0.6381909547738693,0.714,0.616,0.383,0.577,0.664,0.387,0.752,0.441,0.645,0.508
61.55,12.082196950912476,0.8155872667398463,0.5168711656441718,0.402972749793559,0.8358831710709318,0.5596412556053811,0.760932944606414,0.5915822291504287,0.6853252647503782,0.6093064091308165,0.6148300720906282,0.743,0.674,0.488,0.601,0.624,0.522,0.759,0.453,0.694,0.597
64.73,11.148909330368042,0.846517119244392,0.6068530207394048,0.46059544658493873,0.789647577092511,0.5656387665198238,0.7840314136125655,0.603125,0.7446102819237148,0.5837173579109063,0.6791208791208792,0.717,0.673,0.526,0.717,0.642,0.599,0.772,0.449,0.76,0.618
67.14,10.285422921180725,0.8261826182618262,0.611633875106929,0.5195052331113226,0.7954545454545454,0.5654450261780105,0.7806372549019608,0.6327868852459017,0.7538699690402477,0.6396551724137931,0.7060109289617487,0.751,0.715,0.546,0.77,0.648,0.637,0.772,0.487,0.742,0.646
68.99,9.848069667816162,0.8423423423423423,0.6866537717601547,0.5011655011655012,0.8250539956803455,0.603988603988604,0.8004750593824228,0.6970560303893637,0.7350543478260869,0.6248037676609105,0.7177508269018743,0.748,0.71,0.645,0.764,0.636,0.674,0.734,0.541,0.796,0.651
70.07,9.502867937088013,0.8320775026910656,0.6694367497691598,0.5799803729146222,0.8133874239350912,0.5844827586206897,0.7954285714285714,0.6448748991121872,0.7847533632286996,0.6542688081149619,0.751458576429405,0.773,0.725,0.591,0.802,0.678,0.696,0.799,0.525,0.774,0.644
72.05,8.918684422969818,0.814968814968815,0.7539598732840549,0.5774774774774775,0.8066732090284593,0.6257142857142857,0.8133187772925764,0.6918294849023091,0.744578313253012,0.7099526066350711,0.7065989847715736,0.784,0.714,0.641,0.822,0.657,0.745,0.779,0.618,0.749,0.696
71.82,8.998087167739868,0.8503325942350333,0.6918714555765595,0.5981651376146789,0.7986512524084779,0.611357586512866,0.821590909090909,0.6539087947882736,0.7803867403314917,0.6730937773882559,0.8054187192118226,0.767,0.732,0.652,0.829,0.689,0.723,0.803,0.565,0.768,0.654
73.23,8.600458920001984,0.8703703703703703,0.7375249500998003,0.5978835978835979,0.7948482060717571,0.6287534121929026,0.863855421686747,0.6827171109200344,0.7772215269086358,0.6842568161829375,0.7785310734463277,0.752,0.739,0.678,0.864,0.691,0.717,0.794,0.621,0.778,0.689
73.16,8.58879804611206,0.8479212253829321,0.7609603340292276,0.570364238410596,0.8035714285714286,0.6653306613226453,0.8427095292766934,0.7091743119266055,0.8021828103683493,0.6614238410596026,0.7426778242677824,0.775,0.729,0.689,0.855,0.664,0.734,0.773,0.588,0.799,0.71
73.52,8.440856754779816,0.8546059933407325,0.7383548067393458,0.5733761026463512,0.8050373134328358,0.6282628262826283,0.8488372093023255,0.7175925925925926,0.8161865569272977,0.6828844483058211,0.8035714285714286,0.77,0.745,0.715,0.863,0.698,0.73,0.775,0.595,0.786,0.675
74.47,8.184725165367126,0.860178970917226,0.762487257900102,0.6138175376439327,0.821256038647343,0.6377325066430469,0.8043254376930999,0.7235621521335807,0.8262032085561497,0.6835769561478934,0.7947247706422018,0.769,0.748,0.693,0.85,0.72,0.781,0.78,0.618,0.795,0.693
