69.89,9.56658399105072,0.8867497168742922,0.9641434262948207,0.5662650602409639,0.7736418511066399,0.6492248062015504,0.6923783287419651,0.6738544474393531,0.7662141779788839,0.5581993569131832,0.7398212512413108,0.783,0.484,0.658,0.769,0.67,0.754,0.75,0.508,0.868,0.745
77.14,7.402534186840057,0.8794178794178794,0.9608433734939759,0.6581272084805654,0.9097560975609756,0.6945945945945946,0.823469387755102,0.7010309278350515,0.7952662721893491,0.6600147819660015,0.8041237113402062,0.846,0.638,0.745,0.746,0.771,0.807,0.816,0.672,0.893,0.78
81.14,6.1386191844940186,0.8651574803149606,0.7967086156824782,0.661641541038526,0.8838174273858921,0.751434034416826,0.838006230529595,0.8106448311156602,0.8431578947368421,0.806483300589391,0.9094159713945172,0.879,0.823,0.79,0.852,0.786,0.807,0.792,0.801,0.821,0.763
83.24,5.45500048995018,0.8994974874371859,0.812992125984252,0.7261029411764706,0.8627639155470249,0.7974180734856008,0.8767123287671232,0.760352422907489,0.9123020706455542,0.8439425051334702,0.868448098663926,0.895,0.826,0.79,0.899,0.803,0.832,0.863,0.749,0.822,0.845
83.05,5.565106362104416,0.9415887850467289,0.9900990099009901,0.7288135593220338,0.92,0.8001939864209505,0.743973399833749,0.8165680473372781,0.8541033434650456,0.752278376139188,0.87782340862423,0.806,0.7,0.817,0.828,0.825,0.895,0.828,0.843,0.908,0.855
83.5,5.413416296243668,0.9343891402714932,0.9904,0.8195173137460651,0.8607476635514019,0.8467153284671532,0.8648373983739838,0.7884788478847885,0.8388059701492537,0.7934973637961336,0.7222659323367427,0.826,0.619,0.781,0.921,0.812,0.851,0.876,0.843,0.903,0.918
85.09,4.874585151672363,0.9234800838574424,0.9398148148148148,0.6450184501845019,0.8877654196157735,0.8319919517102615,0.8920940170940171,0.7947794779477948,0.9015317286652079,0.8731656184486373,0.9278794402583423,0.881,0.812,0.874,0.878,0.827,0.835,0.883,0.824,0.833,0.862
86.76,4.385246694087982,0.9358974358974359,0.9050160085378869,0.7737089201877935,0.8471337579617835,0.8222222222222222,0.8973544973544973,0.8515625,0.8959417273673257,0.8552123552123552,0.9137214137214137,0.876,0.848,0.824,0.931,0.851,0.848,0.872,0.861,0.886,0.879
86.72,4.596530199050903,0.9204892966360856,0.9794871794871794,0.7752293577981652,0.8934506353861192,0.8313725490196079,0.9075451647183846,0.789198606271777,0.9153094462540716,0.8218181818181818,0.8945783132530121,0.903,0.764,0.845,0.914,0.848,0.854,0.906,0.843,0.904,0.891
84.56,5.138733685016632,0.9298969072164949,0.996031746031746,0.8429926238145417,0.860655737704918,0.8809523809523809,0.9132275132275133,0.7868150684931506,0.8788480635551142,0.8140569395017794,0.6948893974065599,0.902,0.502,0.8,0.945,0.814,0.863,0.919,0.885,0.915,0.911
86.74,4.425212234258652,0.9225352112676056,0.9818688981868898,0.7532923617208077,0.8862973760932945,0.8541033434650456,0.9165786694825766,0.8288621646623496,0.9078534031413612,0.8693126815101646,0.8148479427549195,0.917,0.704,0.858,0.912,0.843,0.868,0.896,0.867,0.898,0.911
88.05,3.9409175515174866,0.933058702368692,0.9266666666666666,0.8026948989412896,0.8834765998089781,0.816231343283582,0.881,0.8279370952821462,0.9295624332977588,0.9057377049180327,0.9211873080859775,0.906,0.834,0.834,0.925,0.875,0.881,0.895,0.871,0.884,0.9
88.37,3.8343220949172974,0.9391395592864638,0.9411098527746319,0.8326530612244898,0.8970873786407767,0.8317399617590823,0.8780487804878049,0.8254545454545454,0.8931750741839762,0.8881188118811881,0.9282744282744283,0.895,0.831,0.816,0.924,0.87,0.9,0.908,0.903,0.897,0.893
88.66,3.8388006687164307,0.9376278118609407,0.9713603818615751,0.8259587020648967,0.8758109360518999,0.8484251968503937,0.9160545645330536,0.8192341941228851,0.9284188034188035,0.8604436229205176,0.9151329243353783,0.917,0.814,0.84,0.945,0.862,0.873,0.92,0.869,0.931,0.895
88.68,3.913676917552948,0.935,0.9884763124199744,0.8465499485066942,0.8773062730627307,0.835091083413231,0.9250780437044746,0.8237965485921889,0.9432314410480349,0.8545618789521229,0.8793436293436293,0.935,0.772,0.822,0.951,0.871,0.889,0.907,0.864,0.946,0.911
88.79,3.7986452877521515,0.9403905447070915,0.9921259842519685,0.8482328482328483,0.8751156336725254,0.8588235294117647,0.9222797927461139,0.7857740585774059,0.9090009891196835,0.8849472674976031,0.909919028340081,0.915,0.756,0.816,0.946,0.876,0.89,0.939,0.919,0.923,0.899
88.95,3.710604190826416,0.9404040404040404,0.9825653798256538,0.7697777777777778,0.8963178294573644,0.8155963302752294,0.9555061179087876,0.8564638783269962,0.9349173553719008,0.8893166506256015,0.9041916167664671,0.931,0.789,0.866,0.925,0.889,0.859,0.901,0.905,0.924,0.906
89.61,3.6402136981487274,0.9307923771313942,0.9838709677419355,0.8388721047331319,0.9051306873184899,0.851207729468599,0.9088145896656535,0.8588785046728972,0.9221435793731041,0.8705560619872379,0.9144008056394763,0.928,0.793,0.833,0.935,0.881,0.897,0.919,0.912,0.955,0.908
90.14,3.3878659904003143,0.9299111549851925,0.9684947491248541,0.8466933867735471,0.8807763401109058,0.8722334004024145,0.9442658092175777,0.8352730528200537,0.934020618556701,0.9090029041626331,0.9152542372881356,0.942,0.83,0.845,0.953,0.867,0.881,0.933,0.906,0.939,0.918
90.01,3.46253764629364,0.9230769230769231,0.9827373612823674,0.8403614457831325,0.8864059590316573,0.8603515625,0.934375,0.8502772643253235,0.9363449691991786,0.9024856596558317,0.9075546719681908,0.948,0.797,0.837,0.952,0.881,0.897,0.92,0.912,0.944,0.913
90.08,3.4914838671684265,0.9239766081871345,0.9850374064837906,0.8681204569055037,0.8885793871866295,0.8317843866171004,0.9341004184100419,0.8413417951042611,0.9551760939167556,0.9181286549707602,0.8936170212765957,0.948,0.79,0.836,0.957,0.895,0.893,0.928,0.895,0.942,0.924
90.53,3.2362161576747894,0.9270935960591133,0.9738717339667459,0.8416912487708947,0.9018286814244466,0.8658178256611165,0.9438085327783559,0.8645640074211502,0.9375,0.9073359073359073,0.9073891625615763,0.941,0.82,0.856,0.937,0.884,0.907,0.932,0.915,0.94,0.921
90.18,3.4048669934272766,0.9239881539980257,0.9922779922779923,0.8688524590163934,0.8982092365692743,0.8955987717502559,0.9334719334719335,0.8087986463620981,0.9269035532994924,0.915057915057915,0.8923375363724539,0.936,0.771,0.848,0.953,0.875,0.898,0.956,0.913,0.948,0.92
84.0,4.8729329109191895,0.9262135922330097,0.9939759036144579,0.8387413962635202,0.9011406844106464,0.8736426456071076,0.9529540481400438,0.8268892794376098,0.9454926624737946,0.8889925373134329,0.5644768856447688,0.954,0.165,0.853,0.948,0.885,0.871,0.941,0.902,0.953,0.928
90.42,3.2732831835746765,0.9289883268482491,0.9817518248175182,0.7894265232974911,0.9232323232323232,0.8700787401574803,0.9416135881104034,0.864516129032258,0.9425051334702259,0.9078694817658349,0.9258883248730965,0.955,0.807,0.881,0.914,0.884,0.887,0.938,0.918,0.946,0.912
90.23,3.3829575777053833,0.9431704885343968,0.9861111111111112,0.8178403755868544,0.8807339449541285,0.8560460652591171,0.9533116178067318,0.8754752851711026,0.9601722282023681,0.893953488372093,0.8933074684772065,0.946,0.781,0.871,0.96,0.892,0.878,0.921,0.892,0.961,0.921
90.76,3.179428368806839,0.9296875,0.9809296781883194,0.8542713567839196,0.9058039961941009,0.8841158841158842,0.9487179487179487,0.8170103092783505,0.9525316455696202,0.9052132701421801,0.9290780141843972,0.952,0.823,0.85,0.952,0.885,0.888,0.951,0.903,0.955,0.917
89.89,3.447072148323059,0.9404641775983855,0.993103448275862,0.8793650793650793,0.8753387533875339,0.8780727630285152,0.941921858500528,0.8581884720951509,0.9226130653266331,0.9032863849765258,0.8376681614349776,0.932,0.72,0.831,0.969,0.893,0.892,0.938,0.918,0.962,0.934
89.92,3.387830287218094,0.9507692307692308,0.9958563535911602,0.8094357076780758,0.8991436726926736,0.8983739837398373,0.9271047227926078,0.8720602069614299,0.9375639713408394,0.9024390243902439,0.8434389140271493,0.927,0.721,0.875,0.945,0.884,0.903,0.927,0.916,0.962,0.932
90.38,3.348688632249832,0.92725509214355,0.994413407821229,0.8783505154639175,0.9086584205518554,0.877431906614786,0.9518716577540107,0.8511957484499557,0.9425641025641026,0.9123809523809524,0.8367713004484305,0.956,0.712,0.852,0.955,0.902,0.89,0.961,0.919,0.958,0.933
90.88,3.2143856287002563,0.9431704885343968,0.9922978177150192,0.8703140830800405,0.9111747851002865,0.8645833333333334,0.9509803921568627,0.84251968503937,0.9362992922143579,0.9159503342884432,0.8942774005819593,0.946,0.773,0.859,0.954,0.913,0.873,0.963,0.926,0.959,0.922
91.75,2.7928098291158676,0.9239653512993262,0.9326315789473684,0.867,0.8978444236176195,0.8872255489021956,0.9521276595744681,0.8977820636451301,0.9476923076923077,0.9106463878326996,0.9669509594882729,0.96,0.886,0.867,0.958,0.889,0.895,0.931,0.924,0.958,0.907
90.94,3.156446874141693,0.9368836291913215,0.98989898989899,0.885773624091381,0.9008419083255379,0.8737769080234834,0.953862660944206,0.8372497824194952,0.9359756097560976,0.9040451552210724,0.9071146245059288,0.95,0.784,0.853,0.963,0.893,0.889,0.962,0.921,0.961,0.918
91.76,2.8550197035074234,0.9394240317775571,0.9539978094194962,0.8719262295081968,0.8824065633546034,0.9083503054989817,0.964873765093304,0.852112676056338,0.934934934934935,0.9333986287952988,0.954070981210856,0.946,0.871,0.851,0.968,0.892,0.879,0.968,0.934,0.953,0.914
87.29,4.019562989473343,0.927536231884058,0.995260663507109,0.819626168224299,0.9142581888246628,0.8813056379821959,0.9524324324324325,0.8384819064430715,0.9476386036960985,0.8705035971223022,0.7109375,0.96,0.42,0.877,0.949,0.891,0.881,0.95,0.923,0.968,0.91
92.18,2.729260668158531,0.9415262636273538,0.9503775620280475,0.8921465968586387,0.9098671726755219,0.8741594620557157,0.9460020768431984,0.8699186991869918,0.9488229273285568,0.9444995044598612,0.9519832985386222,0.95,0.881,0.852,0.959,0.91,0.911,0.963,0.927,0.953,0.912
91.27,3.083388566970825,0.920303605313093,0.9922077922077922,0.8703888334995015,0.9023696682464455,0.9076142131979695,0.9535374868004224,0.8776448942042319,0.959375,0.9041353383458647,0.8688372093023256,0.97,0.764,0.873,0.952,0.894,0.903,0.954,0.921,0.962,0.934
92.37,2.6562338173389435,0.9321705426356589,0.9318181818181818,0.862475442043222,0.915057915057915,0.8918128654970761,0.946652719665272,0.8846863468634686,0.9732047159699893,0.9463220675944334,0.9649309245483528,0.962,0.902,0.878,0.948,0.915,0.905,0.959,0.908,0.952,0.908
90.5,3.272566795349121,0.9438423645320198,0.9955357142857143,0.891213389121339,0.9056603773584906,0.9080919080919081,0.9478079331941545,0.8435314685314685,0.9486652977412731,0.9161105815061964,0.8061485909479078,0.958,0.669,0.852,0.96,0.909,0.908,0.965,0.924,0.961,0.944
91.84,2.81375589966774,0.9566094853683148,0.9819059107358263,0.8688688688688688,0.9101229895931883,0.8988212180746562,0.9484752891692955,0.8708791208791209,0.9535603715170279,0.9247830279652844,0.8902554399243141,0.948,0.814,0.868,0.962,0.915,0.902,0.951,0.924,0.959,0.941
91.43,2.9303786754608154,0.962128966223132,0.9873257287705957,0.8736097067745198,0.8967441860465116,0.8944281524926686,0.9615795090715048,0.8934348239771646,0.9405840886203424,0.9037383177570093,0.8576642335766423,0.94,0.779,0.864,0.964,0.915,0.901,0.939,0.934,0.967,0.94
92.32,2.721116229891777,0.9452191235059761,0.9801633605600933,0.9015873015873016,0.9194630872483222,0.8934506353861192,0.9488517745302714,0.8682795698924731,0.9371884346959123,0.927063339731286,0.9256689791873142,0.949,0.84,0.852,0.959,0.914,0.909,0.969,0.94,0.966,0.934
91.62,2.91850645840168,0.9333976833976834,0.9935567010309279,0.8834355828220859,0.9133333333333333,0.8657276995305164,0.9577613516367476,0.8648648648648649,0.9608247422680413,0.9276759884281581,0.8903976721629486,0.967,0.771,0.864,0.959,0.922,0.907,0.96,0.932,0.962,0.918
