49,45,34,14,28,0,3,22,7,26
48,29,49,3,38,0,43,11,15,27
10,12,28,43,19,21,27,25,33,34
26,8,44,29,25,45,28,49,46,37
13,42,40,39,38,25,12,10,6,45
28,41,30,23,21,18,39,17,49,33
12,7,30,19,2,33,0,25,40,10
20,46,29,11,18,35,47,19,24,34
27,7,44,13,36,9,25,46,43,32
23,0,7,42,10,47,12,29,5,24
46,8,0,10,15,41,48,30,3,26
42,35,1,31,9,0,28,46,17,43
0,37,49,6,8,25,45,34,47,40
31,19,36,14,23,21,24,18,1,3
28,39,25,23,2,48,12,18,34,46
39,21,43,9,7,15,12,25,48,49
21,40,35,6,44,33,22,20,49,13
40,19,24,48,41,46,15,0,26,25
31,46,35,11,16,21,42,43,14,49
40,6,29,31,20,11,5,28,44,45
14,8,11,30,45,23,13,15,32,12
9,0,7,37,27,34,35,44,41,32
5,37,21,9,29,0,1,20,42,2
0,10,49,32,44,20,33,16,40,7
25,39,28,20,38,8,41,47,18,11
22,10,5,6,21,38,34,47,23,46
38,45,25,17,36,33,2,26,14,10
19,44,8,3,46,24,33,23,4,17
11,3,4,1,32,45,33,6,7,5
40,46,41,3,13,29,21,19,38,8
14,22,27,11,49,46,8,24,38,2
42,33,41,40,14,35,18,22,11,15
46,38,7,41,36,34,31,8,24,1
19,0,45,29,1,20,4,42,16,9
0,31,22,16,35,33,42,10,45,29
42,44,39,13,1,34,3,5,45,0
38,21,20,22,6,31,44,35,40,19
18,40,38,20,49,17,15,29,24,37
40,24,28,13,3,9,17,23,47,14
10,43,16,34,2,8,28,31,44,33
38,9,29,43,15,2,19,27,36,46
43,33,41,3,13,23,45,47,16,22
4,41,3,31,49,36,39,7,15,35
29,25,24,13,19,9,30,6,31,18
27,35,18,4,36,20,33,8,1,6
0,32,44,8,39,33,10,19,22,13
0,5,32,16,13,24,28,44,8,4
11,7,42,35,13,15,24,19,30,45
16,32,49,6,8,2,12,36,42,38
21,15,41,7,12,34,0,45,37,11
23,7,20,33,14,2,35,39,25,16
6,46,26,35,25,5,34,1,17,4
22,16,26,18,11,17,0,9,31,12
13,30,25,31,5,48,9,2,0,28
28,49,25,47,1,20,18,37,36,13
25,34,30,15,43,7,2,42,10,8
25,12,44,39,32,15,6,19,47,37
47,13,26,25,18,48,27,45,35,8
8,39,32,26,19,5,35,37,28,24
23,30,39,27,45,5,14,1,40,17
35,39,26,44,6,31,16,10,23,20
2,42,29,39,38,31,11,37,6,30
37,39,30,0,4,33,42,35,24,19
41,0,10,14,49,1,34,5,26,43
31,17,24,0,47,45,14,34,6,37
6,25,3,4,22,48,42,41,9,12
26,10,36,12,35,4,17,43,8,39
38,36,21,40,34,15,12,33,46,1
34,31,21,8,44,15,29,16,1,20
32,3,47,26,1,8,24,23,12,25
9,11,29,7,17,5,24,35,43,3
17,24,12,1,2,3,46,43,37,22
30,34,37,27,23,18,24,14,45,12
47,23,25,28,39,7,13,37,12,3
41,15,38,36,2,6,28,4,11,3
40,15,39,46,49,2,44,20,42,29
33,10,12,22,16,47,48,30,42,0
11,28,32,2,39,38,25,1,29,44
44,37,25,7,39,47,0,17,19,9
31,48,20,36,39,15,6,26,16,10
5,25,8,45,23,6,41,22,46,49
4,37,18,5,21,24,23,1,39,40
48,21,41,40,46,4,12,17,27,32
23,2,44,32,33,0,49,18,24,34
3,28,47,10,5,27,4,35,44,14
26,29,46,40,17,27,31,13,36,42
23,2,4,36,21,12,8,11,7,0
13,27,44,21,49,42,14,16,36,4
22,9,6,29,24,45,3,5,34,36
43,47,40,3,39,34,19,32,18,33
15,20,43,25,48,28,36,41,2,45
26,6,15,3,35,40,24,18,43,48
4,40,18,43,19,49,2,21,11,7
35,8,23,39,12,40,32,34,10,30
43,18,27,45,46,21,44,31,36,19
15,29,2,14,3,33,47,30,18,22
44,37,3,49,28,33,36,43,24,45
41,10,34,14,8,46,33,13,16,30
9,45,47,11,40,33,14,22,1,26
15,40,33,21,38,19,24,26,0,42
36,20,3,7,1,35,2,27,22,43
13,28,36,34,42,6,11,32,2,20
36,13,7,0,5,39,42,44,24,45
6,27,34,15,33,46,0,23,44,13
17,4,49,34,37,21,15,10,20,0
40,45,39,37,12,29,3,42,47,1
28,19,17,4,20,14,32,12,24,37
46,23,9,30,44,2,36,42,4,11
27,35,22,7,19,43,46,30,20,31
30,5,46,4,27,13,49,47,18,23
1,43,7,25,18,34,4,44,21,2
7,33,42,11,12,28,4,36,17,1
32,39,17,30,43,14,16,45,44,27
5,11,18,30,27,14,22,46,7,10
6,30,0,39,46,8,35,33,10,16
33,27,23,4,40,44,8,41,10,15
1,16,18,49,7,37,41,30,48,14
33,37,1,22,10,14,29,28,6,7
17,11,45,6,21,36,33,30,32,38
35,43,22,39,26,6,44,23,10,5
0,47,30,48,45,21,1,8,19,20
36,0,39,47,16,46,48,9,40,49
38,5,34,15,42,3,14,35,22,4
43,34,1,28,44,41,19,35,2,49
15,0,29,23,45,7,6,3,33,21
7,26,41,46,2,33,4,5,27,6
30,49,16,27,12,47,17,9,13,26
16,24,36,15,18,34,6,35,32,13
49,17,48,44,23,14,25,42,3,15
38,49,7,11,48,16,14,36,3,0
16,6,5,34,0,1,2,21,11,15
24,14,45,5,46,40,29,12,44,16
8,18,17,25,11,7,27,5,45,38
12,21,1,44,19,9,18,8,27,25
9,26,48,11,15,39,6,29,2,34
48,37,19,18,34,1,27,46,45,15
11,43,47,7,27,5,2,40,14,49
30,27,36,41,48,33,35,17,10,13
12,8,42,23,40,1,25,11,3,46
36,0,12,26,49,2,41,3,5,14
10,22,42,47,25,15,9,33,14,37
29,9,13,27,32,31,14,47,39,33
9,47,0,7,6,1,4,12,13,46
15,31,24,1,0,34,27,6,47,18
19,10,26,45,46,35,29,33,16,25
32,35,47,1,39,11,15,0,30,33
48,6,27,23,7,5,13,3,38,14
47,42,16,3,8,31,19,24,2,45
21,36,34,0,10,28,7,41,24,26
20,24,8,46,6,12,48,23,37,0
1,45,7,6,42,0,47,43,38,28
9,26,33,2,7,47,17,20,10,41
13,7,35,22,27,30,36,48,32,29
22,35,37,14,49,25,43,20,10,18
14,16,49,9,26,12,36,2,33,45
22,25,24,48,46,35,21,38,42,37
44,3,34,27,4,18,33,38,8,25
35,48,12,22,34,17,30,39,49,8
32,3,18,43,37,34,16,6,44,23
33,30,32,24,38,26,47,41,17,40
15,32,40,17,13,48,37,3,2,49
37,48,5,28,49,35,0,44,46,10
12,28,32,49,45,26,23,18,5,11
35,47,27,18,7,41,13,16,21,31
22,39,19,44,7,13,42,23,36,47
33,48,19,15,46,7,44,23,12,4
42,39,49,44,35,19,43,27,14,11
47,26,12,25,3,38,9,16,27,41
49,15,39,45,13,17,16,24,31,48
17,13,29,1,39,37,40,31,38,21
16,21,44,35,37,39,9,1,4,25
40,13,49,5,38,11,37,31,15,36
0,16,46,43,38,45,34,30,19,24
29,17,5,48,36,22,37,28,16,15
29,37,40,30,21,4,6,27,23,12
8,4,16,17,47,40,11,26,35,33
36,26,1,30,42,0,15,34,33,12
4,34,35,13,42,28,41,47,10,1
12,15,5,22,11,43,27,31,14,6
8,47,20,42,40,31,41,21,27,29
17,47,27,22,1,43,9,29,13,39
14,12,9,0,41,30,19,15,23,42
11,15,28,46,7,2,19,36,4,41
39,48,35,45,9,23,26,27,14,12
44,28,30,47,49,7,18,1,2,6
31,4,35,38,20,40,49,18,36,14
23,3,37,2,34,40,12,47,17,33
29,22,16,11,24,14,45,48,20,47
47,0,25,46,21,17,20,14,9,16
5,0,27,18,49,25,23,39,4,47
10,48,43,18,23,33,49,22,6,8
32,0,16,31,28,40,13,34,18,45
6,18,41,46,33,42,36,28,48,37
11,21,43,2,18,5,31,32,22,33
5,9,21,45,1,6,25,15,49,3
1,46,23,12,26,5,16,0,35,15
42,28,18,15,43,32,10,17,37,3
49,8,5,21,18,20,2,33,24,11
48,6,16,17,26,14,42,34,41,47
46,1,17,0,7,28,2,37,39,43
