31,24,38,16,34
33,21,36,41,14
11,42,46,5,2
27,29,33,46,19
16,0,19,25,12
34,17,36,16,44
15,25,30,29,34
41,5,8,42,0
26,27,19,42,47
14,33,18,3,31
12,44,9,28,22
43,25,33,39,12
23,4,24,28,17
6,0,34,18,47
47,37,21,46,6
24,36,42,20,11
2,37,29,16,25
7,40,12,39,34
6,34,23,44,7
37,0,13,10,28
1,14,28,41,21
41,22,34,26,2
43,29,21,26,39
45,23,2,6,19
49,16,31,6,18
49,38,33,25,26
45,7,18,31,30
29,9,1,2,36
1,38,48,41,27
36,30,24,29,17
45,41,17,10,35
30,0,25,18,23
18,42,36,40,16
32,42,36,18,24
24,12,47,6,41
9,33,0,18,42
41,39,32,5,15
37,31,43,4,48
34,1,28,44,24
21,39,43,2,6
21,5,46,19,8
20,23,4,18,40
10,38,0,37,34
19,40,49,1,10
49,12,1,47,16
49,5,14,42,4
31,27,41,11,19
20,38,22,34,36
42,19,6,33,26
44,13,45,10,16
43,42,0,44,32
7,36,20,27,42
29,49,32,14,38
20,7,39,19,25
18,37,40,5,13
48,13,26,22,7
24,7,45,29,37
4,44,5,29,37
41,47,16,34,44
18,16,39,11,15
35,27,3,32,31
11,24,40,26,3
33,29,47,48,0
15,1,7,12,28
14,37,12,15,16
47,5,43,24,0
29,6,45,31,42
10,5,32,8,18
13,16,30,31,34
44,40,21,14,18
5,27,9,44,42
0,24,1,19,30
38,7,29,35,42
39,26,38,22,5
6,14,31,18,28
27,45,4,31,3
46,7,19,28,10
5,43,22,8,10
40,46,22,12,38
49,15,1,18,3
49,29,22,48,9
25,4,43,47,23
23,3,4,47,28
45,38,0,22,21
10,0,5,15,32
5,2,44,35,47
49,26,1,37,47
33,42,38,2,48
37,5,14,32,43
30,23,39,17,9
43,32,14,9,30
25,1,40,3,30
38,18,46,17,7
5,7,0,22,48
14,15,36,29,22
47,45,48,4,6
32,2,11,27,8
34,48,41,28,6
32,48,46,10,29
43,16,49,3,2
34,26,43,23,42
36,11,34,10,19
12,13,49,29,32
5,33,20,10,49
7,25,11,3,18
5,3,35,1,21
15,14,22,36,18
42,12,19,37,36
2,38,13,43,42
17,24,33,23,26
7,42,37,20,5
10,28,21,5,15
3,47,23,21,27
16,15,17,13,38
18,21,42,7,8
39,47,5,29,15
40,5,43,19,22
6,43,15,10,17
47,40,11,13,38
10,42,43,27,5
29,24,41,13,27
9,38,32,49,8
24,9,35,10,3
38,23,25,48,49
47,26,40,30,10
42,8,38,33,31
29,28,16,36,12
20,45,28,22,25
8,39,5,47,9
1,0,22,42,46
47,6,38,20,45
45,16,0,23,4
11,20,16,12,24
44,22,20,43,39
21,0,47,28,41
26,36,41,38,17
45,6,9,39,10
45,16,34,1,8
1,8,3,48,9
47,44,40,26,13
37,36,44,7,14
2,9,6,36,12
16,2,34,20,30
8,40,30,48,24
0,45,24,28,40
44,27,37,48,10
5,18,30,31,22
37,46,18,19,12
2,34,6,9,11
18,22,19,48,29
17,46,25,18,34
35,49,26,5,45
33,18,44,17,28
35,46,13,15,6
18,4,17,11,33
33,5,20,39,17
40,20,34,16,6
27,3,4,34,16
8,17,14,10,43
47,6,31,34,16
4,44,25,39,29
6,24,28,41,42
24,12,11,33,35
17,28,45,11,12
8,45,19,28,7
23,15,38,24,20
9,41,47,3,28
9,30,40,1,35
0,2,29,49,34
20,19,25,17,48
35,15,31,0,42
46,41,19,31,12
30,8,13,35,26
1,12,10,28,38
38,47,31,20,3
18,11,9,14,10
42,2,31,22,8
23,29,22,38,47
18,41,28,9,37
6,41,43,5,0
9,2,47,14,32
31,30,26,8,41
0,34,17,46,4
21,30,10,27,13
17,9,8,46,1
2,6,40,35,49
2,37,26,19,0
48,8,34,12,6
1,24,7,23,46
41,36,40,5,29
18,25,39,41,4
23,37,33,36,18
40,0,32,18,24
48,28,23,25,31
19,20,14,9,17
39,13,36,19,12
46,49,47,19,4
39,20,27,37,25
7,0,21,22,1
19,13,38,48,32
