40,24,34,28,1
4,44,27,43,15
16,20,44,5,29
20,19,27,31,48
12,13,23,3,47
1,39,45,23,17
40,34,25,1,16
26,21,19,35,10
33,40,9,36,23
25,34,26,11,18
13,22,14,27,32
46,17,39,41,32
8,7,4,17,6
27,36,49,3,33
23,15,2,0,27
31,27,37,3,34
41,13,8,35,49
25,0,34,9,24
22,21,38,15,1
44,35,1,12,13
1,27,29,36,20
20,33,27,44,32
22,32,4,10,3
33,5,39,25,44
7,45,11,31,36
26,46,10,1,24
39,33,9,42,32
23,33,48,47,19
33,45,44,23,42
31,22,24,19,12
12,6,37,24,46
11,41,31,18,5
9,7,17,25,47
28,12,27,30,0
13,49,42,30,39
2,25,36,42,1
30,11,3,16,22
6,14,40,33,30
27,39,6,5,13
28,0,49,39,13
42,17,37,22,5
19,34,28,36,31
5,15,17,8,34
30,15,24,41,22
8,48,3,39,24
11,25,35,16,29
25,8,33,31,48
28,49,33,4,17
38,8,27,34,31
15,38,24,42,47
38,13,4,42,1
13,45,8,14,49
26,22,29,32,17
14,30,43,8,25
35,17,8,16,7
2,40,9,12,38
39,44,22,20,26
41,4,3,8,26
20,45,27,4,23
46,38,8,1,26
0,47,9,16,44
32,6,25,30,31
14,8,43,38,30
9,27,46,12,15
33,22,21,40,49
48,41,49,14,3
30,35,13,6,7
33,31,30,45,28
14,32,30,11,3
27,49,26,19,4
11,30,3,12,9
2,48,28,34,3
26,15,8,37,31
45,41,5,34,23
19,25,27,12,20
15,26,30,47,37
37,5,39,29,26
8,27,33,17,4
0,6,25,8,33
44,45,0,12,13
3,23,26,15,48
33,6,20,43,48
11,38,40,2,25
48,37,6,26,45
15,23,36,43,13
16,15,17,41,20
31,15,21,22,25
17,37,25,28,38
0,43,31,34,25
46,28,44,17,29
9,37,45,5,25
39,11,37,19,17
28,18,20,7,9
13,23,33,31,35
10,6,15,13,45
22,20,31,29,14
42,30,44,10,31
10,34,47,23,4
24,23,29,36,3
42,14,38,29,39
28,20,39,15,32
42,46,18,4,1
20,36,7,22,49
13,38,23,48,12
29,0,45,37,49
45,32,24,46,34
25,4,14,37,36
7,29,14,31,22
21,39,46,14,27
38,40,46,22,9
13,27,4,28,5
9,31,41,27,22
18,29,23,38,7
22,27,47,19,3
16,47,22,36,43
7,22,40,16,24
9,23,13,8,5
16,24,42,15,31
5,44,10,43,7
39,4,28,1,19
9,28,26,3,22
10,38,31,46,5
34,49,4,46,23
25,23,49,4,48
1,2,42,17,29
35,44,12,49,42
13,46,33,48,30
34,12,13,8,10
27,11,24,4,48
45,26,14,44,43
34,3,28,27,24
22,26,29,8,46
0,40,6,16,20
18,28,16,20,42
26,9,32,18,22
3,47,24,1,0
34,32,48,35,25
24,44,11,47,28
12,13,20,26,46
43,9,2,4,28
9,39,22,6,10
47,20,41,40,15
4,7,35,14,3
14,17,24,46,12
16,32,13,14,48
36,30,6,16,4
2,7,43,10,47
44,45,10,36,15
15,29,33,0,43
15,35,49,25,34
9,20,11,22,44
33,36,38,47,6
7,42,49,13,39
30,0,28,31,20
11,17,2,27,1
20,30,11,47,7
17,41,24,42,39
6,26,44,46,13
17,28,13,16,44
5,48,49,47,6
4,39,43,27,0
46,20,44,48,25
40,2,44,24,48
46,47,31,27,43
8,37,48,6,27
36,6,35,13,45
46,3,5,15,35
39,40,26,38,25
34,33,3,38,36
28,31,12,18,13
39,33,24,36,27
44,2,25,4,32
49,28,43,13,36
49,12,24,44,4
5,3,46,16,41
48,34,45,4,9
6,11,9,5,14
36,24,37,5,47
36,25,42,11,27
49,18,15,37,45
27,12,43,7,5
3,33,1,38,36
40,16,36,8,31
10,13,11,36,47
22,15,11,31,13
31,33,47,22,14
33,22,24,38,30
31,28,24,3,27
28,41,31,17,23
1,8,12,13,0
13,37,2,6,38
40,48,31,30,45
31,42,37,46,33
32,0,31,17,4
10,44,17,1,29
44,21,6,23,8
24,47,25,7,31
16,41,31,19,23
49,12,1,47,33
45,12,40,38,17
