12,17,34,28,24
24,49,22,32,34
47,43,36,42,7
40,39,35,26,18
2,14,18,10,41
31,35,9,5,8
49,39,42,4,24
47,37,15,23,40
32,30,2,23,48
46,32,38,16,39
26,3,4,44,35
35,24,8,44,26
6,48,31,40,11
47,36,23,17,34
29,3,34,41,20
20,33,16,19,48
28,12,20,10,40
3,49,32,2,21
18,28,32,26,33
45,25,34,35,40
22,18,10,20,36
36,47,27,22,46
12,22,21,28,25
26,48,23,3,45
22,25,37,11,8
3,14,47,8,43
37,22,2,42,21
24,9,32,8,30
46,29,20,16,0
25,28,3,23,43
43,13,25,31,15
44,42,32,37,19
2,41,32,31,4
41,5,2,16,21
34,13,41,46,23
46,21,6,4,0
30,42,32,18,7
13,26,4,17,38
14,18,22,48,6
14,46,43,18,13
22,33,18,43,5
21,24,35,16,47
15,8,37,2,17
16,17,15,28,48
5,44,16,4,27
0,40,47,18,11
37,29,28,39,21
8,33,1,37,15
36,10,24,15,30
15,4,20,16,26
4,12,32,11,33
4,36,33,48,37
39,46,41,12,18
19,14,7,30,1
29,0,17,22,21
5,45,35,8,17
34,45,16,33,24
18,2,30,36,48
43,7,23,4,41
44,42,4,13,20
6,7,13,15,10
47,29,45,42,2
48,13,42,45,3
11,8,28,43,33
43,3,39,7,21
15,6,37,44,29
19,5,48,21,22
29,36,20,0,4
13,28,29,11,35
45,14,48,29,34
4,47,9,49,28
15,28,39,43,33
14,41,31,45,17
17,37,43,8,49
7,0,44,3,48
41,22,29,24,9
38,35,37,10,31
8,3,11,35,38
18,29,24,9,44
41,46,38,27,24
17,39,26,22,20
39,17,12,1,20
15,36,0,3,17
0,36,35,15,10
44,3,13,47,23
11,32,15,17,21
47,2,34,36,37
43,49,29,10,30
36,37,13,5,8
4,45,2,44,11
18,23,45,28,41
45,20,40,3,28
0,30,48,34,36
28,11,30,20,34
7,10,43,36,35
44,49,31,9,48
34,29,24,2,46
15,29,21,33,35
41,33,15,6,37
14,20,49,13,12
2,16,36,21,28
32,20,31,35,45
13,3,20,37,49
25,10,37,12,35
1,14,29,13,36
46,43,29,12,36
23,26,3,48,47
28,47,1,25,33
26,16,49,29,13
30,9,3,37,34
11,12,36,48,20
36,24,13,44,17
29,1,27,26,36
41,48,12,13,4
42,9,10,22,46
45,26,20,31,29
11,16,41,20,17
30,18,38,1,26
37,16,48,40,41
22,19,25,21,18
7,24,33,42,17
19,17,8,46,25
39,35,27,7,40
48,29,36,44,22
1,27,39,31,34
11,24,30,47,49
37,13,7,44,26
0,20,5,17,41
24,12,49,29,45
16,20,13,48,14
49,11,37,3,20
38,35,33,43,23
12,24,47,48,6
48,49,27,29,23
18,37,44,13,24
13,24,37,35,46
11,46,35,23,21
31,6,13,19,43
14,23,10,5,4
24,8,19,49,15
38,25,23,36,40
26,23,24,19,0
26,38,32,21,44
46,27,41,29,9
2,46,23,11,32
0,26,19,28,5
9,31,2,5,38
11,39,34,44,29
3,10,49,30,12
28,45,13,42,39
8,23,19,43,30
15,21,19,26,3
41,4,36,35,15
19,1,28,21,36
9,22,31,21,18
9,3,4,7,21
32,35,30,25,16
29,40,6,16,0
16,13,20,8,5
20,5,39,45,49
14,27,49,38,6
47,31,6,7,40
27,29,42,25,34
34,19,33,12,18
27,29,7,37,10
12,48,33,20,31
40,13,18,36,28
9,8,17,37,48
34,4,42,35,9
47,24,23,22,32
6,43,44,16,27
31,45,47,9,8
23,35,29,18,8
38,27,21,6,44
26,22,23,8,20
14,40,39,5,31
37,36,24,34,13
23,0,18,48,45
36,22,43,23,26
7,23,12,35,27
34,42,1,25,15
39,7,8,25,37
9,48,43,23,15
45,15,26,5,18
30,6,43,49,36
49,42,25,33,35
26,40,38,43,2
33,49,23,43,15
32,30,17,44,2
12,7,15,27,23
16,48,6,17,1
26,11,44,32,20
15,43,4,11,38
34,33,43,31,35
35,39,44,15,22
8,35,42,19,23
31,10,21,19,17
44,27,34,30,43
34,11,33,24,15
20,26,27,24,1
